,0,1,2,3,4
128,HUMAN,uh i dont care,inform,this,dontcare
129,BOT,"There are restaurants serving european food in any part of town . What price range would you like ?
",impl-conf,area,dontcare
130,HUMAN,i dont care,inform,this,dontcare
131,HUMAN,<SILENCE>,silence,,
132,BOT,"hotel_du_vin_and_bistro serves european food
",inform,food,european
133,HUMAN,talking whats the address,request,slot,addr
134,BOT,"Sure , hotel_du_vin_and_bistro is on hotel_du_vin_and_bistro_address
",inform,phone,01223 227330
135,HUMAN,whats the phone number talking,request,slot,phone
136,BOT,"The phone number of hotel_du_vin_and_bistro is hotel_du_vin_and_bistro_phone
",inform,phone,01223 227330
137,HUMAN,<SILENCE>,silence,,
138,BOT,"hotel_du_vin_and_bistro is a great restaurant
",offer,name,hotel du vin and bistro
139,HUMAN,<SILENCE>,silence,,
140,BOT,"michaelhouse_cafe serves european food
",inform,food,european
141,HUMAN,<SILENCE>,silence,,
142,BOT,"michaelhouse_cafe is a great restaurant
",offer,name,michaelhouse cafe
143,HUMAN,<SILENCE>,silence,,
144,BOT,"galleria serves european food
",inform,food,european
145,HUMAN,<SILENCE>,silence,,
146,BOT,"eraina serves european food
",inform,food,european
147,HUMAN,<SILENCE>,silence,,
148,BOT,"cambridge_lodge_restaurant serves european food
",inform,food,european
149,HUMAN,<SILENCE>,silence,,
150,BOT,"cambridge_lodge_restaurant is a great restaurant
",offer,name,cambridge lodge restaurant
151,HUMAN,whats the phone number for hotel dubai,request,slot,phone
152,BOT,"The phone number of cambridge_lodge_restaurant is cambridge_lodge_restaurant_phone
",inform,phone,01223 355166
153,HUMAN,<SILENCE>,silence,,
154,BOT,"I am sorry but there is no other european restaurant that matches your request
",canthelp.exception,name,eraina
155,HUMAN,background_speech,repeat,,
156,BOT,"hotel_du_vin_and_bistro serves european food
",inform,food,european
157,HUMAN,whats the phone number,request,slot,phone
158,BOT,"The phone number of hotel_du_vin_and_bistro is hotel_du_vin_and_bistro_phone
",inform,phone,01223 227330
159,HUMAN,<SILENCE>,silence,,
160,BOT,"michaelhouse_cafe serves european food
",inform,food,european
161,HUMAN,background_speech,repeat,,
162,BOT,"Can I help you with anything else ?
",reqmore,,
163,HUMAN,thank you goodbye,bye,,
164,BOT," you are welcome
",bye,,
165,HUMAN,<SILENCE>,silence,,
166,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
167,HUMAN,looking for a moderately priced restaurant that serves british food,inform,pricerange,moderate
168,BOT,"You are looking for a british restaurant right ?
",expl-conf,food,british
169,HUMAN,<SILENCE>,silence,,
170,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
171,HUMAN,moderate,reqalts,,
172,BOT,"There are restaurants serving british in the moderate price range . What area would you like ?
",impl-conf,pricerange,moderate
173,HUMAN,<SILENCE>,silence,,
174,BOT,"What part of town do you have in mind ?
",request,slot,area
175,HUMAN,<SILENCE>,silence,,
176,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
177,HUMAN,yes that serves british food,inform,food,english
178,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
179,HUMAN,<SILENCE>,silence,,
180,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
181,HUMAN,correct,reqalts,,
182,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
183,HUMAN,<SILENCE>,silence,,
184,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
185,HUMAN,correct,reqalts,,
186,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
187,HUMAN,<SILENCE>,silence,,
188,HUMAN,<SILENCE>,silence,,
189,BOT,"saint_johns_chop_house serves british food in the moderate price range
",inform,pricerange,moderate
190,HUMAN,whats the phone number,request,slot,phone
191,BOT,"The phone number of saint_johns_chop_house is saint_johns_chop_house_phone
",inform,phone,01223 353110
192,HUMAN,thank you goodbye,bye,,
193,BOT," you are welcome
",bye,,
194,HUMAN,<SILENCE>,silence,,
195,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
196,HUMAN,im looking for indian food in the east part of town,inform,area,east
197,BOT,"You are looking for a indian restaurant right ?
",expl-conf,food,indian
198,HUMAN,yes in the east part of town,inform,area,east
199,BOT,"There are restaurants serving indian in the east of town . What price range would you like ?
",impl-conf,area,east
200,HUMAN,i dont care,inform,this,dontcare
201,HUMAN,<SILENCE>,silence,,
202,BOT,"rajmahal is a nice place in the east of town serving tasty indian food
",inform,area,east
203,HUMAN,is there anything else,repeat,,
204,BOT,"sitar_tandoori is a nice place in the east of town serving tasty indian food
",inform,area,east
205,HUMAN,whats the address,request,slot,addr
206,BOT,"Sure , sitar_tandoori is on sitar_tandoori_address
",inform,phone,01223 249955
207,HUMAN,thank you goodbye,bye,,
208,BOT," you are welcome
",bye,,
209,HUMAN,<SILENCE>,silence,,
210,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
211,HUMAN,id like an expensive restaurant in the south part of town,inform,area,south
212,BOT,"There are restaurants in the expensive price range and the south of town . What type of food would you like ?
",impl-conf,area,south
213,HUMAN,any type of food,inform,food,dontcare
214,HUMAN,<SILENCE>,silence,,
215,BOT,"peking_restaurant is a nice place in the south of town and the prices are expensive
",inform,area,south
216,HUMAN,what is the phone number,request,slot,phone
217,BOT,"The phone number of peking_restaurant is peking_restaurant_phone
",inform,phone,01223 354755
218,HUMAN,what is the post code,request,slot,postcode
219,BOT,"The post code of peking_restaurant is peking_restaurant_post_code
",inform,phone,01223 354755
220,HUMAN,thank you good bye,bye,,
221,BOT," you are welcome
",bye,,
222,HUMAN,<SILENCE>,silence,,
223,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
224,HUMAN,id like a cheap restaurant on the south of town,inform,area,south
225,BOT,"There are restaurants in the cheap price range and the south of town . What type of food would you like ?
",impl-conf,area,south
226,HUMAN,any type of food,inform,food,dontcare
227,HUMAN,<SILENCE>,silence,,
228,BOT,"nandos is a nice place in the south of town and the prices are cheap
",inform,area,south
229,HUMAN,what is the address and phone number,request,slot,phone
230,BOT,"The phone number of nandos is nandos_phone
",inform,phone,01223 327908
231,HUMAN,thank you good bye,bye,,
232,BOT," you are welcome
",bye,,
233,HUMAN,<SILENCE>,silence,,
234,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
235,HUMAN,how about chinese,inform,food,chinese
236,BOT,"I'm sorry but there is no restaurant serving cantonese food
",canthelp,food,cantonese
237,HUMAN,how about chinese food,inform,food,chinese
238,BOT,"Could you please repeat that ?
",repeat,,
239,HUMAN,chinese food,reqalts,,
240,BOT,"Did you say you are looking for a restaurant in the south of town ?
",expl-conf,area,south
241,HUMAN,yes,request,slot,addr
242,BOT,"There are restaurants serving chinese in the south of town . What price range would you like ?
",impl-conf,area,south
243,HUMAN,any price range,inform,area,dontcare
244,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
245,HUMAN,any price range,inform,area,dontcare
246,HUMAN,<SILENCE>,silence,,
247,BOT,"peking_restaurant is a nice place in the south of town serving tasty chinese food
",inform,area,south
248,HUMAN,what price range is it,request,slot,postcode
249,BOT,"peking_restaurant is in the expensive price range
",inform,pricerange,expensive
250,HUMAN,what is the address,request,slot,addr
251,BOT,"Sure , peking_restaurant is on peking_restaurant_address
",inform,phone,01223 354755
252,HUMAN,thank you good bye,bye,,
253,BOT," you are welcome
",bye,,
254,HUMAN,<SILENCE>,silence,,
255,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
256,HUMAN,id like a moderately priced restaurant in the south part of town,inform,area,south
257,BOT,"There are restaurants in the moderate price range and the south of town . What type of food would you like ?
",impl-conf,area,south
258,HUMAN,any type,inform,food,dontcare
259,HUMAN,<SILENCE>,silence,,
260,BOT,"restaurant_alimentum is a nice place in the south of town and the prices are moderate
",inform,area,south
261,HUMAN,what is the phone number,request,slot,phone
262,BOT,"The phone number of restaurant_alimentum is restaurant_alimentum_phone
",inform,phone,01223 413000
263,HUMAN,thank you good bye,bye,,
264,BOT," you are welcome
",bye,,
265,HUMAN,<SILENCE>,silence,,
266,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
267,HUMAN,can i get a restaurant in the center,inform,area,centre
268,BOT,"There are restaurants in the centre of town . What type of food do you want ?
",impl-conf,area,centre
269,HUMAN,okay how about asian_oriental,inform,food,asian oriental
270,BOT,"I'm sorry but there is no restaurant serving romanian food
",canthelp,food,romanian
271,HUMAN,how about asian food,affirm,,
272,BOT,"Could you please repeat that ?
",repeat,,
273,HUMAN,asian food,affirm,,
274,BOT,"You are looking for a fusion restaurant right ?
",expl-conf,food,fusion
275,HUMAN,asian food,affirm,,
276,BOT,"I'm sorry but there is no restaurant serving fusion food
",canthelp,food,fusion
277,HUMAN,id like a restaurant that serves asian food,confirm,food,fusion
278,BOT,"Could you please repeat that ?
",repeat,,
279,HUMAN,asian food,affirm,,
280,BOT,"I'm sorry but there is no restaurant serving fusion food
",canthelp,food,fusion
281,HUMAN,thank you good bye,bye,,
282,BOT," you are welcome
",bye,,
283,HUMAN,<SILENCE>,silence,,
284,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
285,HUMAN,can i have a restaurant in the center with spanish food,inform,food,thai
286,BOT,"You are looking for a spanish restaurant right ?
",expl-conf,food,spanish
287,HUMAN,yeah,ack,,
288,BOT,"There are restaurants serving spanish in the centre of town . What price range would you like ?
",impl-conf,area,centre
289,HUMAN,i dont care,inform,this,dontcare
290,HUMAN,<SILENCE>,silence,,
291,BOT,"la_raza is a nice place in the centre of town serving tasty spanish food
",inform,area,centre
292,HUMAN,can i get the address,request,slot,addr
293,BOT,"la_raza is a great restaurant
",offer,name,la raza
294,HUMAN,could i get the address please,inform,area,south
295,BOT,"Sure , la_raza is on la_raza_address
",inform,addr,4 - 6 rose crescent
296,HUMAN,and the phone number,inform,food,spanish
297,BOT,"The phone number of la_raza is la_raza_phone
",inform,phone,01223 464550
298,HUMAN,thank you good bye,bye,,
299,BOT," you are welcome
",bye,,
300,HUMAN,<SILENCE>,silence,,
301,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
302,HUMAN,moderately priced,inform,pricerange,moderate
303,BOT,"There are restaurants in the moderate price range . What type of food do you want ?
",impl-conf,pricerange,moderate
304,HUMAN,jamcian food,inform,food,jamaican
305,BOT,"I'm sorry but there is no restaurant serving jamaican food
",canthelp,food,jamaican
306,HUMAN,how about asian_oriental,inform,food,asian oriental
307,BOT,"Could you please repeat that ?
",repeat,,
308,HUMAN,asian_oriental,inform,food,asian oriental
309,HUMAN,<SILENCE>,silence,,
310,BOT,"yippee_noodle_bar serves asian_oriental food in the moderate price range
",inform,pricerange,moderate
311,HUMAN,can i get the address,request,slot,addr
312,BOT,"Sure , yippee_noodle_bar is on yippee_noodle_bar_address
",inform,phone,01223 518111
313,HUMAN,can i get the phone number,request,slot,addr
314,BOT,"The phone number of yippee_noodle_bar is yippee_noodle_bar_phone
",inform,phone,01223 518111
315,HUMAN,okay good bye,affirm,,
316,BOT," you are welcome
",bye,,
317,HUMAN,<SILENCE>,silence,,
318,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
319,HUMAN,looking for a restaurant in the south part of town,inform,area,south
320,BOT,"There are restaurants in the south of town . What type of food do you want ?
",impl-conf,area,south
321,HUMAN,eritrean food,reqalts,,
322,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
323,HUMAN,yes,request,slot,addr
324,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
325,HUMAN,expensive,inform,area,south
326,HUMAN,<SILENCE>,silence,,
327,BOT,"chiquito_restaurant_bar is a nice place in the south of town and the prices are expensive
",inform,area,south
328,HUMAN,okay thank you bye,bye,,
329,BOT," you are welcome
",bye,,
330,HUMAN,<SILENCE>,silence,,
331,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
332,HUMAN,<SILENCE>,silence,,
333,BOT,"What kind of food would you like ?
",request,slot,food
334,HUMAN,catalan food,inform,food,catalan
335,BOT,"There are restaurants if you don't care about the food . What area do you want ?
",impl-conf,food,dontcare
336,HUMAN,catalan food expensive,inform,pricerange,expensive
337,BOT,"What part of town do you have in mind ?
",request,slot,area
338,HUMAN,dont care,inform,this,dontcare
339,BOT,"Let me confirm , You are looking for a restaurant in the expensive price range right ?
",expl-conf,pricerange,expensive
340,HUMAN,yes,request,slot,addr
341,HUMAN,<SILENCE>,silence,,
342,BOT,"bedouin is in the expensive price range
",inform,pricerange,expensive
343,HUMAN,what is the phone number,request,slot,phone
344,BOT,"saigon_city serves asian_oriental food in the expensive price range
",inform,pricerange,expensive
345,HUMAN,thank you good bye,bye,,
346,BOT," you are welcome
",bye,,
347,HUMAN,<SILENCE>,silence,,
348,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
349,HUMAN,thank you,repeat,,
350,BOT,"What kind of food would you like ?
",request,slot,food
351,HUMAN,gastropub,inform,food,gastropub
352,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
353,HUMAN,no gastropub,hello,,
354,BOT,"You are looking for a gastropub restaurant right ?
",expl-conf,food,gastropub
355,HUMAN,yes,request,slot,addr
356,BOT,"What part of town do you have in mind ?
",request,slot,area
357,HUMAN,dont care,inform,this,dontcare
358,BOT,"There are restaurants serving gastropub food in any part of town . What price range would you like ?
",impl-conf,area,dontcare
359,HUMAN,expensive,inform,area,south
360,HUMAN,<SILENCE>,silence,,
361,BOT,"royal_standard serves gastropub food in the expensive price range
",inform,pricerange,expensive
362,HUMAN,what is the address,request,slot,addr
363,BOT,"Sure , royal_standard is on royal_standard_address
",inform,phone,01223 247877
364,HUMAN,thank you good bye,bye,,
365,BOT," you are welcome
",bye,,
366,HUMAN,<SILENCE>,silence,,
367,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
368,HUMAN,danish food,inform,food,danish
369,BOT,"There are restaurants in the cheap price range . What type of food do you want ?
",impl-conf,pricerange,cheap
370,HUMAN,danish,inform,food,danish
371,BOT,"I'm sorry but there is no restaurant serving canapes food
",canthelp,food,canapes
372,HUMAN,danish,inform,food,danish
373,BOT,"Could you please repeat that ?
",repeat,,
374,HUMAN,danish,inform,food,danish
375,BOT,"I'm sorry but there is no restaurant serving danish food
",canthelp,food,danish
376,HUMAN,vietnamese,inform,food,vietnamese
377,BOT,"Could you please repeat that ?
",repeat,,
378,HUMAN,vietnamese,inform,food,vietnamese
379,HUMAN,<SILENCE>,silence,,
380,BOT,"thanh_binh serves vietnamese food in the cheap price range
",inform,pricerange,cheap
381,HUMAN,west part of town,inform,area,west
382,HUMAN,<SILENCE>,silence,,
383,BOT,"thanh_binh is a great restaurant serving cheap vietnamese food in the west of town .
",inform,area,west
384,HUMAN,what is the phone number,request,slot,phone
385,BOT,"The phone number of thanh_binh is thanh_binh_phone
",inform,phone,01223 362456
386,HUMAN,thank you good bye,bye,,
387,BOT," you are welcome
",bye,,
388,HUMAN,<SILENCE>,silence,,
389,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
390,HUMAN,north part of town,inform,this,dontcare
391,BOT,"There are restaurants in the north of town . What type of food do you want ?
",impl-conf,area,north
392,HUMAN,dont care,inform,this,dontcare
393,BOT,"There are restaurants in the north of town serving any kind of food . What price range would you like ?
",impl-conf,area,north
394,HUMAN,cheap,inform,pricerange,cheap
395,HUMAN,<SILENCE>,silence,,
396,BOT,"royal_spice is a nice place in the north of town and the prices are cheap
",inform,area,north
397,HUMAN,what is the phone number and address,request,slot,phone
398,BOT,"The phone number of royal_spice is royal_spice_phone
",inform,phone,01733 553355
399,HUMAN,thank you good bye,bye,,
400,BOT," you are welcome
",bye,,
401,HUMAN,<SILENCE>,silence,,
402,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
403,HUMAN,hungarian food,inform,food,hungarian
404,BOT,"What kind of food would you like ?
",request,slot,food
405,HUMAN,hungarian,inform,area,south
406,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
407,HUMAN,hungarian food,inform,food,hungarian
408,BOT,"What part of town do you have in mind ?
",request,slot,area
409,HUMAN,im looking for a hungarian restaurant,inform,food,hungarian
410,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
411,HUMAN,british feed,inform,food,british
412,BOT,"What part of town do you have in mind ?
",request,slot,area
413,HUMAN,it doesnt matter hungarian food,inform,food,thai
414,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
415,HUMAN,no hungarian food,inform,food,hungarian
416,BOT,"There are restaurants if you don't care about the area or the type of food . What price range would you like ?
",impl-conf,area,dontcare
417,HUMAN,food,thankyou,,
418,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
419,HUMAN,hungarian food,inform,food,hungarian
420,BOT,"Let me confirm , You are looking for a restaurant and you dont care about the price range right ?
",expl-conf,pricerange,dontcare
421,HUMAN,wrong,ack,,
422,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
423,HUMAN,wrong,ack,,
424,BOT,"Let me confirm , You are looking for a restaurant and you dont care about the price range right ?
",expl-conf,pricerange,dontcare
425,HUMAN,hungarian food,inform,food,hungarian
426,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
427,HUMAN,thank you good bye,bye,,
428,BOT," you are welcome
",bye,,
429,HUMAN,<SILENCE>,silence,,
430,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
431,HUMAN,im looking for a turkish food restaurant,inform,food,turkish
432,BOT,"There are restaurants serving turkish food . What area do you want ?
",impl-conf,food,turkish
433,HUMAN,east part of town,inform,area,east
434,BOT,"I'm sorry but there is no turkish restaurant in the east of town
",canthelp,"area, food","east, turkish"
435,HUMAN,okay,affirm,,
436,BOT,"Could you please repeat that ?
",repeat,,
437,HUMAN,im done,hello,,
438,BOT,"I'm sorry but there is no turkish restaurant in the east of town
",canthelp,"area, food","east, turkish"
439,HUMAN,thank you,repeat,,
440,BOT,"Could you please repeat that ?
",repeat,,
441,HUMAN,no,affirm,,
442,BOT,"I'm sorry but there is no turkish restaurant in the east of town
",canthelp,"area, food","east, turkish"
443,HUMAN,thank you good bye,bye,,
444,BOT," you are welcome
",bye,,
445,HUMAN,<SILENCE>,silence,,
446,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
447,HUMAN,<SILENCE>,silence,,
448,BOT,"What kind of food would you like ?
",request,slot,food
449,HUMAN,<SILENCE>,silence,,
450,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
451,HUMAN,<SILENCE>,silence,,
452,BOT,"What part of town do you have in mind ?
",request,slot,area
453,HUMAN,north,inform,area,north
454,BOT,"Did you say you are looking for a restaurant in the north of town ?
",expl-conf,area,north
455,HUMAN,yes,request,slot,addr
456,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
457,HUMAN,<SILENCE>,silence,,
458,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
459,HUMAN,<SILENCE>,silence,,
