ID	Value
msd1020	राजा\N_NN -\RD_PUNC रानी\N_NN सुन\V_VM के\PSP मनावे\V_VM लगलन\V_VAUX तो\PR_PRL लड़की\N_NN कहलक\V_VM कि\CC_CCS जब\PR_PRL तक\PSP हमरा\PR_PRP सादी\N_NN नऽ\RP_NEG करा\V_VM देवे\V_VAUX तब\PR_PRL तक\PSP हम\PR_PRP अन्न\N_NN -\RD_PUNC दान\V_VM नऽ\RP_NEG करब\V_VM ।\RD_PUNC
msd1021	एकरा\DM_DMD पर\PSP राजा\N_NN सोचलन\V_VM कि\CC_CCS सईस\N_NN से\PSP बढ़िया\JJ लड़का\N_NN कहवाँ\DM_DMQ से\PSP मिलत\V_VM ।\RD_PUNC
msd1022	तुरत\RB सईस\N_NN से\PSP लड़की\N_NN के\PSP सादी\N_NN कर\N_NN देलन\N_NN आउ\CC_CCD सारा\N_NN राजपाट\N_NN सौंप\V_VM देलन\V_VAUX ।\RD_PUNC
msd1023	लड़का\N_NN आउरतीनों\N_NN -\RD_PUNC चारों\QT_QTC परानी\N_NN आराम\N_NN से\PSP राज\N_NN -\RD_PUNC पाट\N_NN करे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd1024	गुलमपीरसिंह\N_NNP कहताहर\N_NN -\RD_PUNC सामदेवसिंह\N_NNP ग्राम\N_NN चौरी\N_NNP ,\RD_PUNC जिला\N_NN -\RD_PUNC औरंगाबाद\N_NNP ।\RD_PUNC
msd1025	कोई\PR_PRI सहर\N_NN में\PSP राजा\N_NN -\RD_PUNC रानी\N_NN रहऽ\V_VM हलन\V_VAUX ।\RD_PUNC
msd1026	एक\QT_QTC दफे\RP_RPD आधी\QT_QTF रात\N_NN में\PSP कोई\PR_PRI चिरई\N_NN के\PSP बोल\V_VM सुनायल\V_VM तो\PR_PRL दुनो\QT_QTC राजा\N_NN -\RD_PUNC रानी\N_NN में\PSP बहस\N_NN छिड़\V_VM गेलक\V_VAUX कि\CC_CCS कउन\PR_PRQ चिरई\N_NN बोलइत\V_VM हे\V_VAUX ।\RD_PUNC
msd1027	राजा\N_NN कहलन\N_NN कि\CC_CCS हंसबोलइत\N_NN हे\N_NN आउ\CC_CCD रानी\N_NN बोलन\N_NN कि\CC_CCS सरहँस\N_NN बोलइत\V_VM हे\V_VAUX ।\RD_PUNC
msd1028	एही\DM_DMD पर\N_NN राजा\N_NN बाजी\N_NN लगौलन\V_VM कि\CC_CCS जेकर\PR_PRL ।\RD_PUNC
msd1029	﻿गुलाम\N_NNP पीरसिंह\N_NNP बात\N_NN झूठ\N_NN होयत\V_VM ऊ\PR_PRP राज\N_NN छोड़\V_VM देत\V_VAUX ।\RD_PUNC
msd1030	ई\DM_DMI तय\N_NN होयला\N_NN पर\PSP राजा\N_NN नोकर\N_NN के\PSP बोला\V_VM के\PSP कहलन\V_VM कि\CC_CCS देखआव\V_VM तो\PR_PRL पोखरा\N_NN पर\PSP कउन\PR_PRQ चिरई\N_NN बोलइत\V_VM हे\N_NN ।\RD_PUNC
msd1031	रानी\N_NN विचार\N_NN कयलन\V_VM कि\CC_CCS राजा\N_NN के\PSP बात\N_NN झूठ\N_NN हो\V_VM जायत\V_VAUX तो\PR_PRL राजा\N_NN के\PSP राज\N_NN छोड़\V_VM देवे\V_VAUX से\PSP ठीक\N_NN नऽ\RP_NEG होयत\V_VM ।\RD_PUNC
msd1032	उनका\PR_PRP बिना\RP_NEG राज\N_NN -\RD_PUNC पाट\N_NN नऽ\RP_NEG चलत\V_VM ।\RD_PUNC
msd1033	बाकि\CC_CCD हम\PR_PRP चल\V_VM जायब\V_VAUX तो\PR_PRL कोई\PR_PRI बात\N_NN नऽ\RP_NEG होयत\V_VM ।\RD_PUNC
msd1034	ई\DM_DMI सोच\V_VM के\PSP सिपाही\N_NN के\PSP बोला\V_VM के\PSP कहलन\V_VM कि\CC_CCS सरहँस\N_NN भी\RP_RPD बोलइत\V_VM होयत\V_VAUX तो\PR_PRL राजा\N_NN से\PSP आके\N_NN कह\V_VM दीहँ\V_VAUX कि\CC_CCS हँस\N_NN बोलइत\V_VM हे\V_VAUX ।\RD_PUNC
msd1035	सभे\QT_QTF बात\N_NN तो\PR_PRL तू\PR_PRP जनते\V_VM हऽ\V_VAUX ।\RD_PUNC
msd1036	जब\PR_PRL सिपाही\N_NN पोखरा\N_NN पर\PSP गेल\V_VM तो\PR_PRL उहाँ\DM_DMD सरहँस\N_NN बोलइत\V_VM हे\V_VAUX बाकि\CC_CCD रानी\N_NN के\PSP बात\N_NN इयाद\N_NN करके\V_VM राजा\N_NN से\PSP कहलक\V_VM कि\CC_CCS हँस\N_NN बोलइत\V_VM हल\V_VAUX ।\RD_PUNC
msd1037	रानी\N_NN राज\N_NN छोड़े\N_NN ला\PSP अप्पन\PR_PRP सब\QT_QTF जेवर-पती\N_NN उतारइत\V_VM हलन\V_VAUX ।\RD_PUNC
msd1038	राजा\N_NN देख\V_VM के\PSP कहलन\V_VM कि\CC_CCS अइखन\RB हँसी\N_NN -\RD_PUNC मजाक\N_NN तो\PR_PRL हमनी\PR_PRP में\PSP रोज\N_NN हो\V_VM हे\V_VAUX ।\RD_PUNC
msd1039	छोड़ऽ\V_VM मजाक\N_NN के\PSP बात\N_NN ।\RD_PUNC
msd1040	से\PSP पर\PSP रानी\N_NN कहलन\N_NN कि\CC_CCS एगो\QT_QTC मरदे\N_NN जबान\N_NN के\PSP पक्का\N_NN होवऽ\V_VM हथ\V_VAUX ,\RD_PUNC अउरत\N_NN के\PSP नऽ\RP_NEG ।\RD_PUNC
msd1041	हम\PR_PRP नऽ\RP_NEG मानम\V_VM ।\RD_PUNC
msd1042	एतना\QT_QTF कह\N_NN के\PSP चले\V_VM ला\V_VAUX तइयार\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd1043	फिनों\CC_CCD राजा\N_NN से\PSP कहलन\V_VM कि\CC_CCS हमरा\PR_PRP दू\QT_QTC महीना\N_NN के\PSP गरभ\N_NN हे\V_VAUX ।\RD_PUNC
msd1044	सेकरा\PR_PRL तू\PR_PRP कागज\N_NN लिख\V_VM के\PSP दे\V_VM दऽ\V_VAUX ।\RD_PUNC
msd1045	राजा\N_NN कागज\N_NN लिख\V_VM के\PSP दे\V_VM देलन\V_VAUX ।\RD_PUNC
msd1046	रानी\N_NN घरे\N_NN से\PSP निकल\N_NN गेलन\V_VM ।\RD_PUNC
msd1047	जाइत\V_VM -\RD_PUNC जाइत\V_VM कुछ\QT_QTF दुर\N_NN पर\PSP एगो\QT_QTC इन्दरा\N_NN मिलल\V_VM ।\RD_PUNC
msd1048	ओही\PR_PRP इन्दरा\N_NN पर\PSP बइठ\V_VM गेलन\V_VAUX आउ\CC_CCD थकल\V_VM के\PSP मारे\N_NN नीन\N_NN आ\V_VM गेल\V_VAUX ।\RD_PUNC
msd1049	सूतल\V_VM -\RD_PUNC सूतल\V_VM साँझ\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd1050	बेचारी\JJ झट-पट\RB उठलन\V_VM अउ\CC_CCD चले\V_VM लगलन\V_VAUX ।\RD_PUNC
msd1051	राह\N_NN में\PSP राजा\N_NN के\PSP इयार\N_NN सेठ\N_NN पखाना\N_NN पर\PSP बइठल\V_VM हल\V_VAUX ।\RD_PUNC
msd1052	रानी\N_NN अदमी\N_NN के\PSP देख\V_VM के\PSP पीठ\N_NN कर\V_VM के\V_VAUX खड़ा\V_VM हो\V_VAUX गेल\V_VAUX ।\RD_PUNC
msd1053	ऊ\PR_PRP अदमी\N_NN ओकरा\PR_PRP परेत\N_NN समझ\V_VM के\V_VAUX डेरा\V_VM गेल\V_VAUX ।\RD_PUNC
msd1054	हदे-फदे\RB सेठ\N_NN झाड़ा\N_NN पर\PSP से\PSP उठ\V_VM के\V_VAUX तेजी\RB से\PSP चले\V_VM लगल\V_VAUX ।\RD_PUNC
msd1055	रानी\N_NN भी\RP_RPD अदमी\N_NN के\PSP पीछे-पीछे\RB चल\V_VM देलक\V_VAUX ।\RD_PUNC
msd1056	पीछे\N_NN घुर\V_VM के\V_VAUX सेठ\N_NN देखलक\V_VM कि\CC_CCS एगो\QT_QTC सुन्नर\N_NN अउरत\N_NN हे\V_VAUX ।\RD_PUNC
msd1057	ऊ\PR_PRP ठहर\V_VM के\V_VAUX पुछलक\V_VM कि\CC_CCD तूँ\PR_PRP कहवाँ\DM_DMQ जयबऽ\V_VM मइयाँ\N_NN ।\RD_PUNC
msd1058	रानी\N_NN बोललन\V_VM कि\CC_CCS हम\PR_PRP एही\DM_DMD गाँव\N_NN में\PSP ठहरब\V_VM ।\RD_PUNC
msd1059	सेठ\N_NN कहलक\V_VM कि\CC_CCS हमरा\PR_PRP ही\RP_RPD ठहरबऽ\V_VM मइयाँ\N_NN ।\RD_PUNC
msd1060	सेकरे\DM_DMD पर\PSP रानी\N_NN कहलन\V_VM कि\CC_CCS काहे\DM_DMQ नऽ\RP_NEG ठहरब\V_VM ।\RD_PUNC
msd1061	फिन\CC_CCD सेठ\N_NN कहलक\V_VM कि\CC_CCS जरी\QT_QTF हम\PR_PRP अप्पन\PR_PRP बुढ़िया\N_NN से\PSP पुछ\V_VM के\V_VAUX आवइथी\V_VM ।\RD_PUNC
msd1062	सेठ\N_NN अप्पन\PR_PRP बुढ़िया\N_NN से\PSP पुछलक\V_VM कि\CC_CCS एगो\QT_QTC लड़की\N_NN हई\V_VAUX ओकरा\PR_PRP हम\PR_PRP बेटी\N_NN बना\V_VM के\V_VAUX रखल\V_VM चाहइत\V_VM ही\V_VAUX ।\RD_PUNC
msd1063	बुढ़िया\N_NN तइयार\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd1064	आके\V_VM बूढ़ा\N_NN सेठ\N_NN ओकरा\PR_PRP अप्पन\PR_PRP घरे\N_NN ले\V_VM गेल\V_VAUX ।\RD_PUNC
msd1065	ऊ\PR_PRP ओकरा\PR_PRP बेटी\N_NN अइसन\RP_RPD मान\N_NN -\RD_PUNC आदर\N_NN करे\V_VM लगल\V_VAUX ।\RD_PUNC
msd1066	कुछ\QT_QTF दिन\N_NN के\PSP बाद\N_NN रानी\N_NN के\PSP एगो\QT_QTC लड़का\N_NN जनम\V_VM लेलक\V_VAUX ।\RD_PUNC
msd1067	ऊ\PR_PRP बड़ा\RB भागसाली\JJ निकलल\V_VM ।\RD_PUNC
msd1068	कुछ\QT_QTF बड़ा\JJ होयला\V_VM पर\CC_CCS पठशाला\N_NN में\PSP पढ़े\V_VM लगल\V_VAUX ।\RD_PUNC
msd1069	इधर\DM_DMD राजा\N_NN सात\QT_QTC गो\RP_CL बिआह\N_NN कर\V_VM लेलन\V_VAUX ।\RD_PUNC
msd1070	सातो\QT_QTC रानी\N_NN से\PSP सातगो\QT_QTC बेटा\N_NN होयल\V_VM ।\RD_PUNC
msd1071	सात\QT_QTC लड़कन\N_NN ओही\DM_DMD पठशाला\N_NN में\PSP पढ़े\V_VM लगलन\V_VAUX ।\RD_PUNC
msd1072	जब\PR_PRL छुट्टी\N_NN होवे\V_VM तब\PR_PRL सबहे\N_NN गुल्ली\N_NN -\RD_PUNC डंटा\N_NN खेले\V_VM लगऽ\V_VAUX हलन\V_VAUX ।\RD_PUNC
msd1073	रानी\N_NN के\PSP लड़का\N_NN के\PSP नाम\N_NN गुलम\N_NNP पीरसिंह\N_NNP हले\V_VAUX जे\PR_PRL से\PR_PRL सेठ\N_NN ही\RP_RPD रहऽ\V_VM हल\V_VAUX ।\RD_PUNC
msd1074	ऊ\PR_PRP सब\QT_QTF लइकन\N_NN में\PSP बहादुर\JJ हल\V_VM ।\RD_PUNC
msd1075	से\CC_CCD ऊ\PR_PRP अइसन\RP_RPD चाँप\N_NN मारलक\V_VM कि\CC_CCS गुल्ली\N_NN -\RD_PUNC डंटा\N_NN के\PSP पते\V_VM नऽ\RP_NEG लगल\V_VM कि\CC_CCS कहाँ\PR_PRQ चल\V_VM गेल\V_VAUX ।\RD_PUNC
msd1076	एकरे\DM_DMD पर\PSP साथे\PSP खेलइत\V_VM सातो\QT_QTC राजकुमार\N_NN खिसिया\V_VM गेलन\V_VAUX आउ\CC_CCD गुलम\N_NNP पीरसिंह\N_NNP के\PSP गरिआवे\V_VM लगन\N_NN ।\RD_PUNC
msd1077	से\PSP गुलमपीर\N_NNP सिहं\N_NNP घरे\N_NN आ\V_VM के\V_VAUX अप्पन\PR_PRP बूढ़ा\JJ सेठ\N_NN से\PSP कहलक\V_VM कि\CC_CCS हमरा\PR_PRP अस्सी\QT_QTC मन\N_NN लोहा\N_NN के\PSP गुल्ली\N_NN आउ\CC_CCD चारासी\QT_QTC मन\N_NN के\PSP डंटा\N_NN बनवा\V_VM दऽ\V_VAUX ।\RD_PUNC
msd1078	सेठ\N_NN कहे\V_VM मोताबिक\N_NN बनवा\V_VM देलक\V_VAUX ।\RD_PUNC
msd1079	ऊ\PR_PRP गुल्ली\N_NN खेलइत\V_VM -\RD_PUNC खेलइत\V_VM अइसन\RP_RPD चाप\N_NN मारलक\V_VM कि\CC_CCS गुल्ली\N_NN जा\V_VM के\V_VAUX राजा\N_NN के\PSP राजमहल\N_NN पर\PSP गिर\V_VM गेल\V_VAUX से\PSP महल\N_NN के\PSP एगो\QT_QTC घर\N_NN ढह\V_VM गेल\V_VAUX ।\RD_PUNC
msd1080	रोज\JJ साँझ\N_NN के\PSP सातो\QT_QTC राजकुमार\N_NN अखाड़ा\N_NN में\PSP घुरी\N_NN लगाव\V_VM हलन\V_VAUX आउ\CC_CCD आवइत\V_VM खनी\N_NN अखाड़ा\N_NN के\PSP बराबर\N_NN कर\V_VM दे\V_VAUX हलन\V_VAUX ।\RD_PUNC
msd1081	बाद\N_NN में\PSP गुलमपीर\N_NNP सिंह\N_NNP आवऽ\V_VM हलन\V_VAUX आउ\CC_CCD घुरी\N_NN लगा\V_VM के\V_VAUX चल\V_VM दे\V_VAUX हलन\V_VAUX ।\RD_PUNC
msd1082	अखाड़ा\N_NN के\PSP ई\DM_DMI हाल\N_NN देख\V_VM के\V_VAUX सातो\QT_QTC भाई\N_NN खिसिआ\V_VM के\V_VAUX एगो\QT_QTC बड़ा\JJ भारी\JJ दरखत\N_NN अखाड़ा\N_NN में\PSP रख\V_VM ।\RD_PUNC
msd1083	﻿देलन\V_VM आउ\CC_CCD चल\V_VM देलन\V_VAUX ।\RD_PUNC
msd1084	एकरा\DM_DMD बाद\N_NN गुलम\N_NNP पीरसिंह\N_NNP दरखत\N_NN के\PSP उठा\V_VM के\V_VAUX पटक\V_VM देलन\V_VAUX कि\CC_CCS ऊ\PR_PRP चार\QT_QTC टुकड़ा\N_NN हो\V_VM गेल\V_VAUX आउ\CC_CCD अखाड़ा\N_NN के\PSP जइसे\DM_DMR -\RD_PUNC तइसे\DM_DMR करके\V_VM चल\V_VM देलन\V_VAUX ।\RD_PUNC
msd1085	ई\DM_DMI हाल\N_NN देख\V_VM के\PSP सातो\QT_QTC भाई\N_NN एक\QT_QTC दिन\N_NN छिप\V_VM के\V_VAUX देखे\V_VM गेलन\V_VAUX ।\RD_PUNC
msd1086	गुलम\N_NNP पीरसिंह\N_NNP अयलन\V_VM तब\PR_PRL सातो\QT_QTC भाई\N_NN ललकरलन\V_VM ।\RD_PUNC
msd1087	ओहनी\PR_PRP सब\QT_QTF हाथी\N_NN पर\PSP चढ़ल\V_VM हलन\V_VAUX ,\RD_PUNC से\PSP पारा-पारी\RB ऊ\PR_PRP सबहे\N_NN के\PSP हाथी\N_NN समेत\PSP उठा\V_VM के\V_VAUX फेंक\V_VM देलन\V_VAUX कि\CC_CCS सातो\QT_QTC लापता\N_NN हो\V_VM गेलन\V_VAUX ।\RD_PUNC
msd1088	सबेरे\N_NN राजा\N_NN के\PSP सब\QT_QTF हाल\N_NN मालुम\N_NN भेल\V_VM तो\PR_PRL युद्ध\N_NN खातिर\N_NN पुरा\QT_QTF फौज\N_NN लेके\V_VM चलदेलन\V_VM ।\RD_PUNC
msd1089	ई\DM_DMI सुन\V_VM के\V_VAUX गुलम\N_NNP पीरसिंह\N_NNP के\PSP माय\N_NN आउ\CC_CCD नाना\N_NN -\RD_PUNC नानी\N_NN सब\QT_QTF रोवे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd1090	तब\PR_PRL गुलम\N_NN पीरसिंह\N_NNP सबके\QT_QTF चुप\V_VM करा\V_VAUX के\PSP अकेले\JJ जाके\V_VM राजा\N_NN से\PSP कहलन\V_VM कि\CC_CCS सातो\QT_QTC लड़का\N_NN तो\PR_PRL जम्हलोक\N_NN चल\V_VM गेलथुन\V_VAUX ।\RD_PUNC
msd1091	अबहियो\DM_DMD तोरा\PR_PRP होस\N_NN नऽ\RP_NEG होलवऽ\V_VM ह\V_VAUX ।\RD_PUNC
msd1092	राजा\N_NN गौर\N_NN से\PSP देखलन\V_VM तब\PR_PRL ऊ\PR_PRP लइका\N_NN के\PSP चेहरा-मोहरा\N_NN ठीक\N_NN उनके\PR_PRP नियन\N_NN मिलइत\V_VM हल\V_VAUX ।\RD_PUNC
msd1093	राजा\N_NN के\PSP चुप\N_NN देख\V_VM के\V_VAUX लड़का\N_NN कहलक\V_VM कि\CC_CCS जब\PR_PRL सातो\QT_QTC लड़का\N_NN मर\V_VM गेल\V_VAUX तो\PR_PRL का\PR_PRQ हम\PR_PRP तोहर\PR_PRP लड़का\N_NN नऽ\RP_NEG हिवऽ\V_VAUX ।\RD_PUNC
msd1094	एतना\QT_QTF सुन\N_NN के\PSP राजा\N_NN गुलम\N_NNP पीरसिंह\N_NNP के\PSP हाथी\N_NN पर\PSP चढ़ा\V_VM लेलन\V_VAUX आउ\CC_CCD छाती\N_NN से\PSP लागा\V_VM लेलन\V_VAUX ।\RD_PUNC
msd1095	सब\QT_QTF बात\N_NN जान\N_NN के\PSP राजा\N_NN रानी\N_NN के\PSP डोली\N_NN पर\PSP चढ़ा\V_VM के\V_VAUX घरे\N_NN लवलन\V_VM ।\RD_PUNC
msd1096	एक\QT_QTC दिन\N_NN सातो\QT_QTO सतेली\N_NN माय\N_NN आउ\CC_CCD अप्पन\PR_PRP माय\N_NN पंखा\N_NN हँऊक\V_VM के\PSP बेटा\N_NN के\PSP भोजन\N_NN खिआवइत\V_VM हलन\V_VAUX तो\PR_PRL सतेली\N_NN माय\N_NN कहकथिन\V_VM कि\V_VAUX हम्मर\PR_PRP बेटा\N_NN के\PSP तो\PR_PRL मारिये\V_VM देलऽ\V_VAUX ।\RD_PUNC
msd1097	बाकि\CC_CCD तू\PR_PRP कपिल\N_NNP मुनी\N_NN के\PSP बेटी\N_NN से\PSP बिआह\N_NN करऽ\V_VM तब\PR_PRL नऽ\RP_NEG जानीं\V_VM कि\V_VAUX तोर\PR_PRP बहादुरी\N_NN हे\N_NN ।\RD_PUNC
msd1098	एतना\QT_QTF सुन\V_VM के\V_VAUX गुलम\N_NNP पीरसिंह\N_NNP खाना\V_VM से\PSP उठलन\V_VM आउ\CC_CCD चल\V_VM देलन\V_VAUX ।\RD_PUNC
msd1099	राह\N_NN में\PSP एगो\QT_QTC अदमी\N_NN के\PSP ताड़\N_NN के\PSP पेड़\N_NN के\PSP बंसी\N_NN बना\V_VM के\V_VAUX मछरी\N_NN मारइत\V_VM देखलन\V_VAUX ।\RD_PUNC
msd1100	ओकरा\PR_PRP देख\V_VM के\V_VAUX ऊ\PR_PRP कहलन\V_VM कि\CC_CCS ई\DM_DMI तो\PR_PRL बड़ा\JJ भारी\JJ वीर\N_NN हे\V_VAUX ।\RD_PUNC
msd1101	तब\PR_PRL बंसीसिंह\N_NNP कहलन\V_VM कि\CC_CCS हम\PR_PRP का\PR_PRQ ही\RP_RPD ,\RD_PUNC वीर\N_NN तो\PR_PRL हथुन\V_VAUX गुलम\N_NNP पीरसिंह\N_NNP ।\RD_PUNC
msd1102	गुलम\N_NNP पीरसिंह\N_NNP कहलन\V_VM कि\CC_CCS हम\PR_PRP ही\RP_RPD तो\PR_PRL ही\V_VAUX ।\RD_PUNC
msd1103	तो\PR_PRL बंसीसिंह\N_NNP बंसी\N_NNP छोड़\V_VM के\V_VAUX उनके\PR_PRP साथ\PSP चले\V_VM लगलन\V_VAUX ।\RD_PUNC
msd1104	ओहनी\PR_PRP दुनो\QT_QTC जाइत\V_VM हलन\V_VAUX तो\PR_PRL देखलन\V_VM कि\CC_CCS एगो\QT_QTC अदमी\N_NN बाघनाथ\N_NNP के\PSP दौंरी\V_VM करइत\V_VAUX हे\V_VAUX ।\RD_PUNC
msd1105	गुलम\N_NNP पीरसिंह\N_NNP कहलन\V_VM कि\CC_CCS ई\DM_DMI तो\PR_PRL बड़ा\JJ बहादुर\N_NN हे\V_VAUX ।\RD_PUNC
msd1106	एतना\QT_QTC सुन\V_VM के\V_VAUX बघउत\N_NNP सिंह\N_NNP कहलन\V_VM कि\CC_CCS वीर\N_NN तो\PR_PRL हथ\V_VAUX गुलम\N_NNP पीरसिंह\N_NNP जे\PR_PRL राजा\N_NN के\PSP सातो\QT_QTC बेटा\N_NN के\PSP हाथी\N_NN समेत\PSP फेंक\V_VM देलन\V_VAUX कि\CC_CCS लापता\N_NN हो\V_VM गेलन\V_VAUX ।\RD_PUNC
msd1107	गुलम\N_NNP पीरसिंह\N_NNP कहलन\V_VM कि\CC_CCS ऊ\PR_PRP तो\PR_PRL हम\PR_PRP ही\RP_RPD ही\V_VAUX ।\RD_PUNC
msd1108	एकरे\DM_DMD पर\PSP बघउतसिंह\N_NNP दौरी\N_NN छोड़\V_VM के\V_VAUX साथ\PSP हो\V_VM गेलन\V_VAUX ।\RD_PUNC
msd1109	तीनो\QT_QTC साथे\PSP चललन\V_VM ।\RD_PUNC
msd1110	कुछ\QT_QTF दुर\JJ गेलन\V_VM तो\PR_PRL भोजन\N_NN ला\V_VM आग\N_NN लेवे\V_VM बंसीसिंह\N_NNP के\PSP एगो\QT_QTC सहर\N_NN में\PSP भेजलन\V_VM ।\RD_PUNC
msd1111	सहर\N_NN में\PSP बंसीसिंह\N_NNP देखइत\V_VM हथ\V_VAUX कि\CC_CCS उहाँ\DM_DMD बजार\N_NN सजल\N_NN हे\V_VAUX बाकि\CC_CCD कोई\PR_PRI अदमी\N_NN नऽ\RP_NEG हे\V_VAUX ।\RD_PUNC
msd1112	घुमइत\V_VM -\RD_PUNC घुमइत\V_VM एगो\QT_QTC दइत\N_NN बुढ़िया\N_NN मिलऽ\V_VM ।\RD_PUNC
msd1113	ओकरा\PR_PRP पास\N_NN आग\N_NN हल\V_VAUX ।\RD_PUNC
msd1114	जाके\N_NN माँगलन\V_VM तो\PR_PRL कहलकई\V_VM कि\CC_CCS ले\V_VM लऽ\V_VAUX नऽ\RP_NEG बबुआ\N_NN ।\RD_PUNC
msd1115	जब\PR_PRL आग\N_NN लेवे\V_VM लगलन\V_VAUX तो\PR_PRL पीछे\N_NN से\PSP दइतिन\N_NN मुँह\N_NN बाके\V_VM खा\V_VM गेल\V_VAUX ।\RD_PUNC
msd1116	एने\DM_DMD गुलम\N_NNP पीरसिंह\N_NNP आसा\N_NN देखइत\V_VM निरास\N_NN हो\V_VM गेलन\V_VAUX तो\PR_PRL बघउतसिंह\N_NNP गेलन\V_VM ।\RD_PUNC
