ID	Value
msd3027	जुगेन्दर\N_NNP रोपेया\N_NN ले\V_VM के\V_VAUX मेला\N_NN पहुंचल\V_VM ।\RD_PUNC
msd3028	घुमते-घामते\V_VM ऊ\PR_PRP कुता\N_NN के\PSP बजार\N_NN में\PSP पहुंचल\V_VM आउ\CC_CCD तीन\QT_QTC सौ\QT_QTC रोपेया\N_NN में\PSP एगो\QT_QTC बढ़िया\JJ कुत्ता\N_NN खरीद\V_VM लेलक\V_VAUX ।\RD_PUNC
msd3029	फिनो\CC_CCD जुगेन्दर\N_NNP बिलाई\N_NN के\PSP बजार\N_NN में\PSP गेल\V_VM आउ\CC_CCD बिलाई\N_NN के\PSP मोल-जोल\N_NN करके\V_VM ढाई\QT_QTO सौ\QT_QTC रोपेया\N_NN में\PSP एगो\QT_QTC बिलाई\N_NN खरीद\V_VM लेलक\V_VAUX ।\RD_PUNC
msd3030	कुत्ता\N_NN आउ\CC_CCD बिलाई\N_NN ले\V_VM के\V_VAUX जुगेन्दर\N_NNP घरे\N_NN आ\V_VM गेल\V_VAUX ।\RD_PUNC
msd3031	माय\N_NN इ\DM_DMD देख\V_VM के\V_VAUX खिसिआयल\V_VAUX आउ\CC_CCD कहलक\V_VM कि\CC_CCS तू\PR_PRP बेकार\N_NN मे\PSP पइसा\N_NN फेंक\V_VM देलऽ\V_VAUX ।\RD_PUNC
msd3032	बेटा\N_NN कहलक\V_VM कि\CC_CCS ई\DM_DMI घड़ी\N_NN खीस\N_NN करे\V_VM के\V_VAUX बेरा\N_NN नऽ\RP_NEG हे\V_VM ।\RD_PUNC
msd3033	एकर\DM_DMD फल\N_NN बाद\PSP में\PSP मिलत\V_VM ।\RD_PUNC
msd3034	ई\DM_DMI सुन\V_VM के\V_VAUX माय\N_NN चुप\V_VM हो\V_VAUX गेल\V_VAUX ।\RD_PUNC
msd3035	कुत्ता\N_NN -\RD_PUNC बिलाई\N_NN पोसाय\V_VM लगल\V_VAUX ।\RD_PUNC
msd3036	एक\QT_QTC दिन\N_NN बिलाई\N_NN आऊ\N_NN कुत्ता\N_NN दोसर\QT_QTO गांव\N_NN में\PSP चल\V_VM गेल\V_VAUX ।\RD_PUNC
msd3037	ऊ\DM_DMD गांव\N_NN के\PSP राजा\N_NN के\PSP पास\N_NST एगो\QT_QTC लाल\N_NN हल\V_VM ।\RD_PUNC
msd3038	ऊ\PR_PRP लाल\N_NN के\PSP अप्पन\PR_PRP मुंह\N_NN में\PSP ले\V_VM के\V_VAUX सुतऽ\V_VAUX हलऽ\V_VAUX ।\RD_PUNC
msd3039	बिलाई\N_NN राजा\N_NN के\PSP घरे\N_NN मे\PSP गेल\V_VM आउ\CC_CCD ओकर\PR_PRP पलंग\N_NN के\PSP तरे\N_NST बइठ\V_VM गेल\V_VAUX ।\RD_PUNC
msd3040	उहा\DM_DMD एगो\QT_QTC बिल\N_NN में\PSP बड़का\JJ चूहा\N_NN रहऽ\V_VM हल\V_VAUX ।\RD_PUNC
msd3041	बिलाई\N_NN चुहा\N_NN के\PSP देख\V_VM के\V_VAUX कहलक\V_VAUX कि\CC_CCS इयार\N_NN हमरा\PR_PRP नजीक\N_NST आवऽ\V_VM ।\RD_PUNC
msd3042	दुनो\QT_QTC में\PSP दोस्ती\N_NN हो\V_VM गेल\V_VAUX ,\RD_PUNC तब\PR_PRL चुहा\N_NN आयल\V_VM ।\RD_PUNC
msd3043	बिलाई\N_NN कहलक\V_VM कि\CC_CCS तूं\N_NN अप्पन\PR_PRP बंड\JJ पोछी\N_NN राजा\N_NN के\PSP नाक\N_NN में\PSP घुसा\V_VM दऽ\V_VAUX आउ\CC_CCD राजा\N_NN छींक\V_VM देतन\V_VAUX तो\PR_PRL उनकर\PR_PRP मुंह\N_NN से\PSP लाल\N_NN फेका\V_VM जायत\V_VAUX ।\RD_PUNC
msd3044	हम\PR_PRP लेके\V_VM भाग\V_VM जायम\V_VAUX आउ\CC_CCD तूं\N_NN उहई\DM_DMD अराम\N_NN से\PSP रहिहंऽ\V_VM ।\RD_PUNC
msd3045	इ\N_NN सुनके\V_VM चुहा\N_NN राजा\N_NN के\PSP पलंग\N_NN पर\PSP चल\V_VM गेल\V_VAUX आउ\CC_CCD अप्पन\PR_PRP बंड\JJ पोंछी\N_NN राजा\N_NN के\PSP नाक\N_NN में\PSP समा\V_VM देलक\V_VAUX ।\RD_PUNC
msd3046	राजा\N_NN चेहा\RB के\PSP उठलन\V_VM आउ\CC_CCD छींक\V_VM देलन\V_VAUX ।\RD_PUNC
msd3047	उनका\PR_PRP छींकते\V_VM मुंह\N_NN से\PSP लाल\N_NN फेका\V_VM गेल\V_VAUX आउ\CC_CCD बिलाई\N_NN लाल\N_NN लेके\V_VM भाग\V_VAUX गेल\V_VAUX ।\RD_PUNC
msd3048	बाहर\N_NST आन\V_VM के\V_VAUX कुता\N_NN -\RD_PUNC बिलाई\N_NN लाल\N_NN ले\V_VM चले\V_VAUX ला\PSP आपस\PR_PRC में\PSP लड़े\V_VM लगलन\V_VAUX तो\PR_PRL बिलाई\N_NN कुत्ता\N_NN के\PSP डर\N_NN से\PSP ओकरे\PR_PRP दे\V_VM देलक\V_VAUX ।\RD_PUNC
msd3049	कुत्ता\N_NN लाल\N_NN ले\V_VM के\V_VAUX चलल\V_VM जाइत\V_VAUX हल\V_VAUX कि\CC_CCS गांव\N_NN के\PSP बाहर\N_NST ।\RD_PUNC
msd3050	﻿एगो\N_NN गनउरा\N_NN के\PSP ढुह\N_NN पर\PSP भेंस\N_NN के\PSP खेड़ी\N_NN फेंकल\V_VM देखलक\V_VAUX ।\RD_PUNC
msd3051	ओकरा\DM_DMD खाय\V_VM ला\PSP मुँह\N_NN खोललक\V_VM तो\PR_PRL लाल\N_NN गिर\V_VM के\V_VAUX भुला\V_VAUX गेल\V_VAUX ।\RD_PUNC
msd3052	बिलइया\N_NN आ्ग\N_NN लान\V_VM के\V_VAUX गनौरा\N_NN में\PSP लगा\V_VM देलक\V_VAUX आउ\CC_CCD खेर-पुआर\N_NN जरगेल\V_VM तो\PR_PRL लाल\N_NN मिलल\V_VM ।\RD_PUNC
msd3053	अबरी\N_NN बिलइया\N_NN लाल\N_NN लेके\V_VM चलल\V_VAUX ।\RD_PUNC
msd3054	जुगेन्दर\N_NNP माय\N_NN -\RD_PUNC बेटा\N_NN अंगना\N_NN में\PSP खाइत\V_VM हलन\V_VAUX कि\CC_CCS बिलाई\N_NN आनके\V_VM मुंह\N_NN में\PSP से\PSP लाल\N_NN उगिललक\V_VM ।\RD_PUNC
msd3055	लाल\N_NN देख\V_VM के\V_VAUX माय\N_NN बड़ी\RP_INTF खुस\JJ भेल\V_VM आउ\CC_CCD कहलक\V_VM कि\CC_CCS बेटा\N_NN तूँ\PR_PRP बड़ी\RP_INTF बढ़िया\JJ काम\N_NN कयले\V_VM हे\V_VAUX ।\RD_PUNC
msd3056	तोर\PR_PRP पइसा\N_NN बेकार\N_NN में\PSP न\RP_NEG गेलउ\V_VM ।\RD_PUNC
msd3057	फिनो\CC_CCD जुगेन्दर\N_NNP माय\N_NN से\PSP कहलक\V_VM कि\CC_CCS कुतबा\N_NN के\PSP वंधिक\N_NN रख\V_VM के\V_VAUX रोपेया\N_NN लान\V_VM दे\V_VAUX ।\RD_PUNC
msd3058	माय\N_NN राजा\N_NN ही\RP_RPD जाके\V_VM कुत्ता\N_NN के\PSP बंधिक\N_NN रख\V_VM देलक\V_VAUX आउ\CC_CCD एक\QT_QTC हजार\N_NN रोपेया\N_NN लैलक\V_VM ।\RD_PUNC
msd3059	आनके\V_VM बेटा\N_NN के\PSP दे\V_VM देलक\V_VAUX ।\RD_PUNC
msd3060	बेटा\N_NN रोपेया\N_NN लेके\V_VM मेला\N_NN में\PSP गेल\V_VM ।\RD_PUNC
msd3061	उहां\DM_DMD बड़ी\JJ किसिम\N_NN के\PSP चिड़िया\N_NN बिकइत\V_VM देखलक\V_VAUX ।\RD_PUNC
msd3062	ओकरा\DM_DMD में\PSP एगो\QT_QTC सुगा\N_NN के\PSP दाम\N_NN पूछलक\V_VM आउ\CC_CCD रोपेया\N_NN दे\V_VM के\V_VAUX ओकरा\PR_PRP खरीद\N_NN लेलक\V_VM ।\RD_PUNC
msd3063	आगे\N_NST बढ़ल\V_VM तो\PR_PRL एगो\QT_QTC साँप\N_NN बिकइत\V_VM देखलक\V_VAUX ।\RD_PUNC
msd3064	ओकरो\DM_DMD में\PSP से\PSP एगो\QT_QTC महानाग\N_NN के\PSP बच्चा\N_NN खरीद\N_NN लेलक\V_VM आउ\CC_CCD दुनो\QT_QTC के\PSP लेके\V_VM घरे\N_NN चलल\V_VAUX ।\RD_PUNC
msd3065	घरे\N_NN आयल\V_VM तो\PR_PRL मतारी\N_NN पूछलथिन\V_VM कि\CC_CCS अबरी\RB का\PR_PRQ खरीदलऽ\V_VM हे\V_VAUX ।\RD_PUNC
msd3066	ऊ\PR_PRP कहलक\V_VM कि\CC_CCS एगो\QT_QTC सांप\N_NN आउ\CC_CCD एगो\QT_QTC महानाग\N_NN लऊली\V_VM हे\V_VAUX ।\RD_PUNC
msd3067	तो\PR_PRL मा्य\N_NN कहलन\V_VM कि\CC_CCS तूँ\PR_PRP काहे\CC_CCS खरीद\N_NN लवलऽ\V_VM हे\V_VAUX ।\RD_PUNC
msd3068	जेकरा\PR_PRL काटतई\V_VM ऊ\PR_PRP मर\V_VM जायत\V_VAUX ।\RD_PUNC
msd3069	एकर\DM_DMD फल\N_NN पीछे\N_NST मिलतउै\V_VM कहके\V_VAUX जुगेन्द्र\N_NNP ओहनी\PR_PRP के\PSP पाले-पोसे\V_VM लगल\V_VAUX ।\RD_PUNC
msd3070	महानाग\N_NN जब\PR_PRL सेआन\N_NN हो\V_VM गेल\V_VAUX तब\PR_PRL कहलक\V_VM कि\CC_CCS भइया\N_NN हमरा\PR_PRP बड़ा\JJ भलाई\N_NN कयलऽ\V_VM ।\RD_PUNC
msd3071	हमरा\PR_PRP नट\N_NN फंसा\V_VM के\V_VAUX ले\V_VAUX गेल\V_VAUX हल\V_VAUX ।\RD_PUNC
msd3072	अब\RB हमरा\PR_PRP माय-बाप\N_NN भीरू\PSP टिल्हा\N_NN के\PSP घर\N_NN में\PSP पहुंचा\V_VM दऽ\V_VAUX ।\RD_PUNC
msd3073	ऊ\PR_PRP जे\PR_PRL देथुन\V_VM ऊ\PR_PRP नऽ\RP_NEG ले\V_VM के\V_VAUX खाली\QT_QTF एगो\QT_QTC अंगूठी\N_NN ले\V_VM लिहेऽ\V_VAUX ।\RD_PUNC
msd3074	ओकर\PR_PRP गुन\N_NN हे\V_VM कि\CC_CCS सवा\QT_QTO हाथ\N_NN लीप\N_NN के\PSP ओकरा\PR_PRP से\PSP जे\PR_PRL तू\PR_PRP मांगबऽ\V_VM ओही\DM_DMD दै\V_VM देतवऽ\V_VAUX ।\RD_PUNC
msd3075	चुगेन्दर\N_NNP महानाग\N_NN के\PSP टिन्हा\N_NN भीरू\PSP पहुंचा\V_VM देलक\V_VAUX ।\RD_PUNC
msd3076	ऊ\PR_PRP बिल\N_NN में\PSP घस\V_VM गेल\V_VAUX तो\PR_PRL ओकर\PR_PRP माय-बाप\N_NN ओकरा\PR_PRP देख\V_VM के\V_VAUX बड़ी\JJ खुस\N_NN भेलन\V_VM आउ\CC_CCD हाल\N_NN पुछलन\V_VM ,\RD_PUNC तो\PR_PRL महानाग\N_NN अप्पन\PR_PRP पर\PSP बीतल\V_VM सब\QT_QTF हाल\N_NN सुना\V_VM देलक\V_VAUX ।\RD_PUNC
msd3077	ऊ\PR_PRP कहलक\V_VM कि\CC_CCS हमरा\PR_PRP बचावेओला\N_NN दूरा\N_NN पर\PSP खड़ा\N_NN हेऽ\V_VM ।\RD_PUNC
msd3078	ओकरा\PR_PRP जाके\V_VM सोआगत\N_NN करऽ\V_VM ।\RD_PUNC
msd3079	ई\DM_DMI सुन\V_VM के\V_VAUX नाग\N_NN -\RD_PUNC नागिन\N_NN दरबाजा\N_NN पर\PSP अयलन\V_VM आउ\CC_CCD हाथ\N_NN जोड़\N_NN के\V_VM बोललन\V_VAUX कि\CC_CCS महाराज\N_NN अपने\PR_PRP जे\PR_PRL चाहइत\V_VM ही\RP_RPD से\PSP कहूं\V_VM ।\RD_PUNC
msd3080	अन्न\N_NN -\RD_PUNC धन\N_NN रोपेया\N_NN -\RD_PUNC पइसा\N_NN दरब-खरब\N_NN जे\PR_PRL चाहइत\V_VM ही\RP_RPD से\CC_CCD कहूं\V_VM ,\RD_PUNC सब\QT_QTF हम\PR_PRP देवे\V_VM ला\PSP तहयार\JJ ही\V_VM ।\RD_PUNC
msd3081	जुगेन्दर\N_NNP कहलक\V_VM कि\CC_CCS हमरा\PR_PRP ई\DM_DMI सब\QT_QTF से\PSP कोई\PR_PRI काम\N_NN नऽ\RP_NEG हे\V_VM ।\RD_PUNC
msd3082	दुनो\QT_QTC कहलन\V_VM कि\CC_CCS तइयो\CC_CCS हमनी\PR_PRP से\PSP कुछ\QT_QTF मांगे\V_VM पड़तवऽ\V_VAUX ।\RD_PUNC
msd3083	तऽ\CC_CCS जुगेन्दर\N_NNP कहलक\V_VM कि\CC_CCS हमरा\PR_PRP खाली\QT_QTF नाग\N_NN के\PSP अंगूठी\N_NN दे\V_VM दिहीं\V_VAUX ।\RD_PUNC
msd3084	अंत\N_NN में\PSP ओहनी\PR_PRP मन\N_NN मसोस\V_VM के\V_VAUX अंगठी\N_NN दे\V_VM देलन\V_VAUX आउ\CC_CCD कहलन\V_VM कि\CC_CCS गाढ़\JJ समय\N_NN में\PSP हमरा\PR_PRP पुकरिहंऽ\V_VM तो\PR_PRL हम\PR_PRP चल\V_VM आयम\V_VAUX ।\RD_PUNC
msd3085	सांझ\N_NN के\PSP जुगेन्दर\N_NNP घरे\N_NN चल\V_VM अयलक\V_VAUX आउ\CC_CCD सवा\QT_QTO हाथ\N_NN जमीन\N_NN लीप\V_VM के\V_VAUX अंगुठी\N_NN से\PSP कहलक\V_VM कि\CC_CCS हे\RP_INJ नाग\N_NN के\PSP अंगुठी\N_NN एगो\QT_QTC सतमहला\N_NN मकान\N_NN बन\V_VM जाय\V_VAUX आउ\CC_CCD तुरते\RB हुआ\DM_DMD सतमहला\N_NN मकान\N_NN बन\V_VM गेल\V_VAUX ।\RD_PUNC
msd3086	गांव\N_NN के\PSP लोग\N_NN देख\V_VM के\V_VAUX बड़ी\JJ अच्न्भा\N_NN में\PSP पड़लन\V_VM ।\RD_PUNC
msd3087	सगरो\RB हल्ला\N_NN हो\V_VM गेल\V_VAUX कि\CC_CCS साव\N_NN के\PSP लइका\N_NN जब\PR_PRL से\PSP महानाग\N_NN के\PSP पहुंचा\V_VM के\V_VAUX आयल\V_VM हे\V_VAUX तब\PR_PRL से\PSP धन\N_NN के\PSP कोई\PR_PRI सुमार\N_NN न\RP_NEG हे\V_VM ।\RD_PUNC
msd3088	इहाँ\DM_DMD के\PSP बात\N_NN हई\V_VM ।\RD_PUNC
msd3089	जोगेन्दर\N_NNP के\PSP कुता\N_NN राजा\N_NN -\RD_PUNC महाजन\N_NN के\PSP यहां\DM_DMD बंधिक\N_NN पर\PSP रखल\V_VM हल\V_VAUX ।\RD_PUNC
msd3090	एक\QT_QTC दफे\N_NN राजा\N_NN ही\RP_RPD चोरी\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd3091	कुत्ता\N_NN राजा\N_NN के\PSP गोड़़\N_NN पर\PSP लोटे\V_VM लगल\V_VAUX आउ\CC_CCD दउड़\V_VM के\V_VAUX पोखरा\N_NN भी्रू\PSP जाय\V_VM जहां\DM_DMD चोर\N_NN सबधन\N_NN चोरा\N_NN के\PSP रखले\V_VM हल\V_VAUX ।\RD_PUNC
msd3092	ई\DM_DMI तरह\RP_RPD कुता\N_NN आवे\V_VM -\RD_PUNC जाय\V_VM तो\PR_PRL राजा\N_NN कुत्ता\N_NN के\PSP साथे\PSP पोखरा\N_NN पर\PSP गेलन\V_VM ।\RD_PUNC
msd3093	देखलन\V_VM कि\CC_CCS कुत्ता\N_NN पोखरा\N_NN में\PSP डुबकी\N_NN लगावइत\V_VM हे\V_VAUX ।\RD_PUNC
msd3094	राजा\N_NN समझ\N_NN गेलन\V_VM कि\CC_CCS चोरी\N_NN के\PSP माल\N_NN पोखरा\N_NN ।\RD_PUNC
msd3095	﻿लड़कावा\N_NN के\PSP मैया\N_NN सब\QT_QTF बात\N_NN कहलका\V_VM कि\CC_CCS तोहर\PR_PRP बेटा\N_NN ऐसन\DM_DMD हको\V_VM कि\CC_CCS रोज\N_NN जुआ\N_NN खेले\V_VM ला\PSP परक\RB गेलो\V_VM हे\V_VAUX ।\RD_PUNC
msd3096	रोज\N_NN पाँच\QT_QTC -\RD_PUNC छ\QT_QTC सौ\QT_QTC रुपेया\N_NN हार\N_NN जा\V_VM हको\V_VAUX ।\RD_PUNC
msd3097	लड़का\N_NN के\PSP बाबुजी\N_NN सोचलक\V_VM कि\CC_CCS हम\PR_PRP अप्पन\PR_PRP बेटा\N_NN के\PSP परीक्षा\N_NN ले\V_VM लुं\V_VAUX ।\RD_PUNC
msd3098	लड़कावा\N_NN सांझ\N_NN के\PSP खेलकूद\N_NN के\V_VM आयल\V_VAUX ।\RD_PUNC
msd3099	अप्पन\PR_PRP बाबूजी\N_NN से\PSP पूछलक\V_VM कि\CC_CCS की\PR_PRQ बात\N_NN हको\V_VM ।\RD_PUNC
msd3100	बाबू\N_NN जी\N_NN कि\CC_CCS तूं\N_NN तुरते\RB चल\V_VM ऐला\V_VAUX ।\RD_PUNC
msd3101	बाबू\N_NN जी\N_NN कहलका\V_VM कि\CC_CCS हम\PR_PRP अब\RB बुढ़ा\N_NN हो\V_VM गेलियो\V_VAUX हे\V_VAUX ।\RD_PUNC
msd3102	हमरा\PR_PRP से\PSP अब\RB कोय\PR_PRI काम\N_NN न\RP_NEG हो्तवऽ\V_VM हो\RP_INJ ।\RD_PUNC
msd3103	अब\RB तु\PR_PRP जो\RP_RPD आउ\CC_CCD तोही\PR_PRP हमर\PR_PRP बदल\N_NN बिजनेस\N_NN करऽ\V_VM गन\V_VAUX ।\RD_PUNC
msd3104	जो\PR_PRL रुपेया\N_NN लेवे\V_VM के\PSP हो\V_VM से\PSP ले\V_VM ले\V_VAUX ।\RD_PUNC
msd3105	लड़कावा\N_NN कहलक\V_VM कि\CC_CCS हमरा\PR_PRP बीस\QT_QTC हजार\N_NN रुपेया\N_NN दे\V_VM दऽ\V_VAUX ।\RD_PUNC
msd3106	ओकरा\PR_PRP बाबूजी\N_NN बीस\QT_QTC हजार\N_NN रुपेया\N_NN दे\V_VM देलन\V_VAUX ।\RD_PUNC
msd3107	लड़कावा\N_NN के\PSP एगो\QT_QTC इआर\N_NN हलै\V_VM ।\RD_PUNC
msd3108	जात\N_NN के\PSP हलै\V_VM कुरमी\N_NN ।\RD_PUNC
msd3109	लड़काबा\N_NN सोचलक\V_VM कि\CC_CCS हम\PR_PRP जाम\N_NN तो\PR_PRL हप्पर\N_NN दोस्तवा\N_NN कैसे\PR_PRQ रहत\V_VM ।\RD_PUNC
msd3110	से\CC_CCD ओकरो\PR_PRP साथे\PSP ले\V_VM लेलक\V_VAUX ।\RD_PUNC
msd3111	उ\PR_PRP दूनो\QT_QTC साथे\PSP बेपार\N_NN करे\V_VM चललन\V_VAUX ।\RD_PUNC
msd3112	चलते\V_VM -\RD_PUNC चलते\V_VM दूनो\QT_QTC दुर\N_NN विदेस\N_NN चल\V_VM गेलन\V_VAUX ।\RD_PUNC
msd3113	उहाँ\DM_DMD जा\V_VM के\V_VAUX बिजनेस\N_NN करे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd3114	कुछ\QT_QTF दिना\N_NN के\PSP बाद\PSP बड़ी\JJ सा\RP_RPD रुपेया\N_NN कमा\N_NN लेलन\V_VM ।\RD_PUNC
msd3115	एक\QT_QTC दिन\N_NN घर\N_NN जाय\V_VM ला\PSP सोचलक\V_VM ,\RD_PUNC कारण\N_NN बड़ी\JJ दिन\N_NN हो\V_VM गेलहल\V_VAUX ,\RD_PUNC घर\N_NN गेला\V_VM ।\RD_PUNC
msd3116	ऊ\PR_PRP अपन\PR_PRP सथिया\N_NN से\PSP कहलक\V_VM कि\CC_CCS आज\N_NN हम\PR_PRP जा\V_VM हिओ\V_VAUX घर\N_NN ,\RD_PUNC ओकर\PR_PRP बाद\PSP तु\PR_PRP हो\V_VM अयहऽ\V_VAUX ।\RD_PUNC
msd3117	अपन\PR_PRP सथियो\N_NN के\PSP ऊ\PR_PRP दस\QT_QTC हजार\N_NN रुपेया\N_NN दे\V_VM देलक\V_VAUX आउ\CC_CCD अपने\PR_PRP चल\V_VM आयल\V_VAUX घर\N_NN ।\RD_PUNC
msd3118	ओकर\PR_PRP मैया\N_NN -\RD_PUNC बप्पा\N_NN पूछलक\V_VM कि\CC_CCS बेटा\N_NN कैसन\PR_PRQ चललो\V_VM ।\RD_PUNC
msd3119	तऽ\CC_CCS ऊ\PR_PRP लड़कावा\N_NN कहलके\V_VM कि\CC_CCS देखऽ\V_VM न\RP_NEG बाबूजी\N_NN बीस\QT_QTC हजार\N_NN रुपेया\N_NN कमैलियो\V_VM ।\RD_PUNC
